fauf,materialnummer,menge,arbeitsstation,eventtyp,zustand,zeitstempel,tag_id
PO-01,BOSP,1,B-Transfer,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:27:46.347+01,84b31b00000b8178
PO-02,Car-02,1,B-03,Generation,Unfallfahrzeug mit Heckschaden,2025-01-07 09:28:31.34+01,84b31b00000b805b
PO-01,RT,2,WS-03,Generation,Unfallfahrzeug mit Heckschaden,2025-01-07 09:28:31.241+01,84b31b00000b8174
PO-02,Car-02,1,B-03,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:28:46.554+01,84b31b00000b805b
PO-02,Car-02,1,B-03,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:29:01.329+01,84b31b00000b805b
PO-01,RT,2,WS-03,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:29:16.138+01,84b31b00000b8174
PO-01,RT,2,B-Transfer,Generation,Unfallfahrzeug mit Heckschaden,2025-01-07 09:29:16.138+01,84b31b00000b8174
PO-01,RT,2,B-Transfer,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:29:16.138+01,84b31b00000b8174
PO-01,Car-01,1,B-04,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:29:31.265+01,84b31b00000b8055
PO-01,Car-01,1,WS-03,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:29:31.265+01,84b31b00000b8055
PO-02,Car-02,1,WS-03,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:30:01.191+01,84b31b00000b805b
PO-02,Car-02,1,B-03,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:30:01.191+01,84b31b00000b805b
PO-01,Car-01,1,WS-04,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:30:01.604+01,84b31b00000b8055
PO-01,Car-01,1,B-04,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:30:01.604+01,84b31b00000b8055
PO-01,BOSP,1,B-Transfer,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:30:01.668+01,84b31b00000b8178
PO-01,BOSP,1,B-Transfer,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:30:15.897+01,84b31b00000b8178
PO-03,Car-03,1,B-03,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:30:31.038+01,84b31b00000b805c
PO-02,BOSP,1,WS-03,Generation,Unfallfahrzeug mit Heckschaden,2025-01-07 09:31:31.724+01,84b31b00000b80b0
PO-02,BOSP,1,WS-03,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:32:15.741+01,84b31b00000b80b0
PO-02,BOSP,1,B-Transfer,Generation,Unfallfahrzeug mit Heckschaden,2025-01-07 09:32:15.741+01,84b31b00000b80b0
PO-02,BOSP,1,B-Transfer,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:32:15.741+01,84b31b00000b80b0
PO-04,Car-04,1,B-03,Entry,Totalschaden,2025-01-07 09:32:45.971+01,84b31b00000b8060
PO-02,RT,2,WS-03,Generation,Unfallfahrzeug mit Heckschaden,2025-01-07 09:32:47.17+01,84b31b00000b8085
PO-01,Car-01,1,WS-05,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:33:16.241+01,84b31b00000b8055
PO-01,Car-01,1,WS-04,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:33:16.241+01,84b31b00000b8055
PO-02,RT,2,WS-03,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:33:16.438+01,84b31b00000b8085
PO-02,RT,2,B-Transfer,Generation,Unfallfahrzeug mit Heckschaden,2025-01-07 09:33:16.438+01,84b31b00000b8085
PO-02,RT,2,B-Transfer,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:33:16.438+01,84b31b00000b8085
PO-02,Car-02,1,WS-03,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:33:46.786+01,84b31b00000b805b
PO-01,CORE,1,WS-04,Generation,Unfallfahrzeug mit Heckschaden,2025-01-07 09:33:30.903+01,84b31b00000b8176
PO-03,Car-03,1,WS-03,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:34:15.734+01,84b31b00000b805c
PO-03,Car-03,1,B-03,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:34:15.734+01,84b31b00000b805c
PO-02,Car-02,1,B-04,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:34:31.108+01,84b31b00000b805b
PO-02,Car-02,1,WS-04,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:34:45.922+01,84b31b00000b805b
PO-02,Car-02,1,B-04,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:34:45.922+01,84b31b00000b805b
PO-03,BOSP,1,WS-03,Generation,Unfallfahrzeug mit Heckschaden,2025-01-07 09:34:45.718+01,84b31b00000b80ae
PO-01,CORE,1,WS-04,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:35:00.842+01,84b31b00000b8176
PO-01,BSA,2,WS-05,Generation,Unfallfahrzeug mit Heckschaden,2025-01-07 09:35:01.285+01,84b31b00000b8177
PO-01,CORE,1,B-02,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:35:15.699+01,84b31b00000b8176
PO-05,Car-05,1,B-03,Generation,Produktionsfehler an Stoßdämpfern,2025-01-07 09:35:31.238+01,84b31b00000b8062
PO-01,CORE,1,B-Transfer,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:35:31.474+01,84b31b00000b8176
PO-01,CORE,1,B-02,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:35:31.474+01,84b31b00000b8176
PO-03,BOSP,1,WS-03,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:35:31.489+01,84b31b00000b80ae
PO-03,BOSP,1,B-Transfer,Generation,Unfallfahrzeug mit Heckschaden,2025-01-07 09:35:31.489+01,84b31b00000b80ae
PO-03,BOSP,1,B-Transfer,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:35:31.489+01,84b31b00000b80ae
PO-01,Car-01,1,B-Transfer,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:35:45.777+01,84b31b00000b8055
PO-01,Car-01,1,WS-05,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:35:45.777+01,84b31b00000b8055
PO-01,BSA,2,WS-05,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:35:46.141+01,84b31b00000b8177
PO-01,BSA,2,B-Transfer,Generation,Unfallfahrzeug mit Heckschaden,2025-01-07 09:35:46.141+01,84b31b00000b8177
PO-01,BSA,2,B-Transfer,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:35:46.141+01,84b31b00000b8177
PO-03,RT,2,WS-03,Generation,Unfallfahrzeug mit Heckschaden,2025-01-07 09:35:31.194+01,84b31b00000b812a
PO-03,RT,2,WS-03,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:36:00.871+01,84b31b00000b812a
PO-01,RT,2,B-Transfer,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:36:00.922+01,84b31b00000b8174
PO-06,Car-06,1,B-03,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:36:01.439+01,84b31b00000b806c
PO-02,CORE,1,WS-04,Generation,Unfallfahrzeug mit Heckschaden,2025-01-07 09:36:01.519+01,84b31b00000b80cd
PO-01,RT,2,B-Transfer,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:36:15.891+01,84b31b00000b8174
PO-01,RT,2,Goods-Out,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:36:31.017+01,84b31b00000b8174
PO-01,RT,2,B-Transfer,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:36:31.017+01,84b31b00000b8174
PO-02,BOSP,1,B-Transfer,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:36:31.22+01,84b31b00000b80b0
PO-02,CORE,1,WS-04,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:36:31.233+01,84b31b00000b80cd
PO-02,CORE,1,B-Transfer,Generation,Unfallfahrzeug mit Heckschaden,2025-01-07 09:36:31.233+01,84b31b00000b80cd
PO-02,CORE,1,B-Transfer,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:36:31.233+01,84b31b00000b80cd
PO-02,RT,2,Goods-Out,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:36:31.288+01,84b31b00000b8085
PO-02,RT,2,B-Transfer,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:36:31.288+01,84b31b00000b8085
PO-03,RT,2,Goods-Out,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:36:31.357+01,84b31b00000b812a
PO-02,Car-02,1,B-05,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:36:45.786+01,84b31b00000b805b
PO-02,Car-02,1,WS-04,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:36:45.786+01,84b31b00000b805b
PO-03,Car-03,1,B-04,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:36:46.244+01,84b31b00000b805c
PO-03,Car-03,1,WS-03,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:36:46.244+01,84b31b00000b805c
PO-02,Car-02,1,WS-05,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:37:00.894+01,84b31b00000b805b
PO-02,Car-02,1,B-05,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:37:00.894+01,84b31b00000b805b
PO-03,Car-03,1,WS-04,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:37:01.02+01,84b31b00000b805c
PO-03,Car-03,1,B-04,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:37:01.02+01,84b31b00000b805c
PO-04,Car-04,1,B-03,Exit,Totalschaden,2025-01-07 09:37:01.035+01,84b31b00000b8060
PO-08,Car-08,1,Goods-In,Generation,Totalschaden,2025-01-07 09:37:01.133+01,84b31b00000b8072
PO-08,Car-08,1,Goods-In,Exit,Totalschaden,2025-01-07 09:37:16.311+01,84b31b00000b8072
PO-02,CORE,1,WS-03,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:37:16.336+01,84b31b00000b80cd
PO-02,CORE,1,B-Transfer,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:37:16.336+01,84b31b00000b80cd
PO-01,RT,2,Goods-Out,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:37:20.334+01,84b31b00000b8174
PO-02,BOSP,1,Goods-Out,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:37:30.769+01,84b31b00000b80b0
PO-03,BOSP,1,Goods-Out,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:37:30.891+01,84b31b00000b80ae
PO-03,BOSP,1,B-Transfer,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:37:30.891+01,84b31b00000b80ae
PO-04,Car-04,1,WS-03,Entry,Totalschaden,2025-01-07 09:37:31.082+01,84b31b00000b8060
PO-01,BOSP,1,Goods-Out,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:37:31.232+01,84b31b00000b8178
PO-01,BOSP,1,B-Transfer,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:37:31.232+01,84b31b00000b8178
PO-01,RT,2,Goods-Out,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:37:31.297+01,84b31b00000b8174
PO-02,CORE,1,B-Transfer,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:37:33.234+01,84b31b00000b80cd
PO-02,CORE,1,WS-03,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:37:33.234+01,84b31b00000b80cd
PO-04,BOSP,1,WS-03,Generation,Totalschaden,2025-01-07 09:37:46.074+01,84b31b00000b8091
PO-04,BOSP,1,WS-03,Exit,Totalschaden,2025-01-07 09:38:01.488+01,84b31b00000b8091
PO-06,Car-06,1,B-Transfer,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:38:17.057+01,84b31b00000b806c
PO-06,Car-06,1,B-03,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:38:17.057+01,84b31b00000b806c
PO-03,CORE,1,WS-04,Generation,Unfallfahrzeug mit Heckschaden,2025-01-07 09:38:16.838+01,84b31b00000b80b1
PO-02,CORE,1,Goods-Out,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:38:30.813+01,84b31b00000b80cd
PO-02,CORE,1,B-Transfer,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:38:30.813+01,84b31b00000b80cd
PO-04,BOSP,1,B-Transfer,Entry,Totalschaden,2025-01-07 09:38:32.026+01,84b31b00000b8091
PO-03,CORE,1,WS-04,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:38:45.996+01,84b31b00000b80b1
PO-03,CORE,1,B-Transfer,Generation,Unfallfahrzeug mit Heckschaden,2025-01-07 09:38:45.996+01,84b31b00000b80b1
PO-03,CORE,1,B-Transfer,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:38:45.996+01,84b31b00000b80b1
PO-04,Car-04,1,WS-03,Exit,Totalschaden,2025-01-07 09:38:46.296+01,84b31b00000b8060
PO-01,CORE,1,Goods-Out,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:38:46.381+01,84b31b00000b8176
PO-01,CORE,1,B-Transfer,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:38:46.381+01,84b31b00000b8176
PO-01,Car-01,1,Goods-Out,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:38:46.388+01,84b31b00000b8055
PO-01,Car-01,1,B-Transfer,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:38:46.388+01,84b31b00000b8055
PO-03,Car-03,1,B-05,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:39:00.947+01,84b31b00000b805c
PO-03,Car-03,1,WS-04,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:39:00.947+01,84b31b00000b805c
PO-06,Car-06,1,B-Transfer,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:39:01.182+01,84b31b00000b806c
PO-04,Car-04,1,WS-03,Entry,Totalschaden,2025-01-07 09:39:01.259+01,84b31b00000b8060
PO-02,BSA,2,WS-05,Generation,Unfallfahrzeug mit Heckschaden,2025-01-07 09:39:15.691+01,84b31b00000b818e
PO-06,Car-06,1,B-03,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:39:15.709+01,84b31b00000b806c
PO-03,CORE,1,B-Transfer,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:39:46.357+01,84b31b00000b80b1
PO-04,BAT,1,B-Transfer,Generation,Totalschaden,2025-01-07 09:39:46.299+01,84b31b00000b8126
PO-02,Car-02,1,B-Transfer,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:40:01.249+01,84b31b00000b805b
PO-02,Car-02,1,WS-05,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:40:01.249+01,84b31b00000b805b
PO-02,BSA,2,WS-05,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:40:01.702+01,84b31b00000b818e
PO-02,BSA,2,B-Transfer,Generation,Unfallfahrzeug mit Heckschaden,2025-01-07 09:40:01.702+01,84b31b00000b818e
PO-02,BSA,2,B-Transfer,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:40:01.702+01,84b31b00000b818e
PO-03,Car-03,1,WS-05,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:40:16.71+01,84b31b00000b805c
PO-03,Car-03,1,B-05,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:40:16.71+01,84b31b00000b805c
PO-04,RT,2,WS-03,Generation,Totalschaden,2025-01-07 09:40:16.639+01,84b31b00000b80be
PO-08,Car-08,1,B-03,Entry,Totalschaden,2025-01-07 09:40:45.984+01,84b31b00000b8072
PO-03,CORE,1,B-Transfer,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:41:05.256+01,84b31b00000b80b1
PO-04,BOSP,1,B-Transfer,Exit,Totalschaden,2025-01-07 09:41:16.069+01,84b31b00000b8091
PO-04,RT,2,WS-03,Exit,Totalschaden,2025-01-07 09:41:30.787+01,84b31b00000b80be
PO-04,RT,2,B-Transfer,Generation,Totalschaden,2025-01-07 09:41:30.787+01,84b31b00000b80be
PO-04,RT,2,B-Transfer,Entry,Totalschaden,2025-01-07 09:41:30.787+01,84b31b00000b80be
PO-02,BSA,2,B-Transfer,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:41:31.094+01,84b31b00000b818e
PO-02,Car-02,1,B-Transfer,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:41:31.279+01,84b31b00000b805b
PO-05,Car-05,1,B-03,Exit,Produktionsfehler an Stoßdämpfern,2025-01-07 09:41:31.562+01,84b31b00000b8062
PO-02,BSA,2,Goods-Out,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:41:45.91+01,84b31b00000b818e
PO-01,BSA,2,Goods-Out,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:41:45.969+01,84b31b00000b8177
PO-01,BSA,2,B-Transfer,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:41:45.969+01,84b31b00000b8177
PO-02,Car-02,1,Goods-Out,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:41:46.402+01,84b31b00000b805b
PO-03,BSA,2,WS-05,Generation,Unfallfahrzeug mit Heckschaden,2025-01-07 09:41:45.713+01,84b31b00000b80bd
PO-03,BSA,2,WS-05,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:42:00.703+01,84b31b00000b80bd
PO-03,BSA,2,B-Transfer,Generation,Unfallfahrzeug mit Heckschaden,2025-01-07 09:42:00.703+01,84b31b00000b80bd
PO-03,BSA,2,B-Transfer,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:42:00.703+01,84b31b00000b80bd
PO-03,Car-03,1,B-Transfer,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:42:01.448+01,84b31b00000b805c
PO-03,Car-03,1,WS-05,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:42:01.448+01,84b31b00000b805c
PO-01,BSA,2,Goods-Out,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:42:15.742+01,84b31b00000b8177
PO-02,RT,2,Goods-Out,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:42:15.769+01,84b31b00000b8085
PO-04,BOSP,1,B-Transfer,Entry,Totalschaden,2025-01-07 09:42:15.798+01,84b31b00000b8091
PO-03,CORE,1,B-Transfer,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:42:15.85+01,84b31b00000b80b1
PO-01,BSA,2,Goods-Out,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:42:31.27+01,84b31b00000b8177
PO-03,CORE,1,B-Transfer,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:42:31.373+01,84b31b00000b80b1
PO-04,RT,2,Goods-Out,Entry,Totalschaden,2025-01-07 09:42:45.722+01,84b31b00000b80be
PO-04,RT,2,B-Transfer,Exit,Totalschaden,2025-01-07 09:42:45.722+01,84b31b00000b80be
PO-03,BSA,2,Goods-Out,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:42:45.906+01,84b31b00000b80bd
PO-03,BSA,2,B-Transfer,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:42:45.906+01,84b31b00000b80bd
PO-04,BAT,1,B-Transfer,Exit,Totalschaden,2025-01-07 09:42:46.031+01,84b31b00000b8126
PO-04,BAT,1,Goods-Out,Generation,Totalschaden,2025-01-07 09:42:46.031+01,84b31b00000b8126
PO-04,BAT,1,Goods-Out,Entry,Totalschaden,2025-01-07 09:42:46.031+01,84b31b00000b8126
PO-05,Car-05,1,B-03,Entry,Produktionsfehler an Stoßdämpfern,2025-01-07 09:42:46.116+01,84b31b00000b8062
PO-04,FT,1,B-Transfer,Generation,Totalschaden,2025-01-07 09:42:46.238+01,84b31b00000b813e
PO-08,Car-08,1,B-03,Exit,Totalschaden,2025-01-07 09:42:46.304+01,84b31b00000b8072
PO-02,RT,2,Goods-Out,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:43:00.764+01,84b31b00000b8085
PO-04,FT,1,B-Transfer,Exit,Totalschaden,2025-01-07 09:43:00.949+01,84b31b00000b813e
PO-06,Car-06,1,B-03,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:43:01.062+01,84b31b00000b806c
PO-03,CORE,1,WS-03,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:43:01.756+01,84b31b00000b80b1
PO-03,CORE,1,B-Transfer,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:43:01.756+01,84b31b00000b80b1
PO-05,Car-05,1,WS-03,Entry,Produktionsfehler an Stoßdämpfern,2025-01-07 09:43:16.48+01,84b31b00000b8062
PO-05,Car-05,1,B-03,Exit,Produktionsfehler an Stoßdämpfern,2025-01-07 09:43:16.48+01,84b31b00000b8062
PO-02,BSA,2,Goods-Out,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:43:17.112+01,84b31b00000b818e
PO-03,CORE,1,B-Transfer,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:43:30.856+01,84b31b00000b80b1
PO-03,CORE,1,WS-03,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:43:30.856+01,84b31b00000b80b1
PO-04,FT,1,B-Transfer,Entry,Totalschaden,2025-01-07 09:43:31.075+01,84b31b00000b813e
PO-03,Car-03,1,WS-03,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:44:01.538+01,84b31b00000b805c
PO-03,Car-03,1,B-Transfer,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:44:01.538+01,84b31b00000b805c
PO-03,Car-03,1,B-Transfer,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:44:16.045+01,84b31b00000b805c
PO-03,Car-03,1,WS-03,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:44:16.045+01,84b31b00000b805c
PO-05,RT,2,WS-03,Generation,Produktionsfehler an Stoßdämpfern,2025-01-07 09:43:16.495+01,84b31b00000b80b5
PO-05,RT,2,WS-03,Exit,Produktionsfehler an Stoßdämpfern,2025-01-07 09:44:45.841+01,84b31b00000b80b5
PO-05,RT,2,B-Transfer,Generation,Produktionsfehler an Stoßdämpfern,2025-01-07 09:44:45.841+01,84b31b00000b80b5
PO-05,RT,2,B-Transfer,Entry,Produktionsfehler an Stoßdämpfern,2025-01-07 09:44:45.841+01,84b31b00000b80b5
PO-02,BSA,2,Goods-Out,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:44:45.855+01,84b31b00000b818e
PO-05,Car-05,1,B-03,Entry,Produktionsfehler an Stoßdämpfern,2025-01-07 09:44:46.26+01,84b31b00000b8062
PO-05,Car-05,1,B-03,Exit,Produktionsfehler an Stoßdämpfern,2025-01-07 09:45:01.355+01,84b31b00000b8062
PO-08,Car-08,1,B-03,Entry,Totalschaden,2025-01-07 09:45:01.323+01,84b31b00000b8072
PO-06,Car-06,1,B-03,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:45:01.414+01,84b31b00000b806c
PO-05,FT,2,B-Transfer,Generation,Produktionsfehler an Stoßdämpfern,2025-01-06 21:15:00.986+01,84b31b00000b8136
PO-09,Car-09,1,B-03,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:45:16.334+01,84b31b00000b807c
PO-01,RT,2,Goods-Out,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:45:45.843+01,84b31b00000b8174
PO-05,Car-05,1,B-04,Entry,Produktionsfehler an Stoßdämpfern,2025-01-07 09:45:46.125+01,84b31b00000b8062
PO-05,Car-05,1,WS-03,Exit,Produktionsfehler an Stoßdämpfern,2025-01-07 09:45:46.125+01,84b31b00000b8062
PO-02,RT,2,Goods-Out,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:45:46.291+01,84b31b00000b8085
PO-01,BSA,2,Goods-Out,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:45:46.447+01,84b31b00000b8177
PO-06,Car-06,1,WS-03,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:46:00.82+01,84b31b00000b806c
PO-05,Car-05,1,WS-04,Entry,Produktionsfehler an Stoßdämpfern,2025-01-07 09:46:01.098+01,84b31b00000b8062
PO-05,Car-05,1,B-04,Exit,Produktionsfehler an Stoßdämpfern,2025-01-07 09:46:01.098+01,84b31b00000b8062
PO-01,RT,2,Goods-Out,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:46:15.98+01,84b31b00000b8174
PO-06,Car-06,1,B-03,Exit,Unfallfahrzeug mit Heckschaden,2025-01-07 09:46:16.556+01,84b31b00000b806c
PO-01,BSA,2,Goods-Out,Entry,Unfallfahrzeug mit Heckschaden,2025-01-07 09:46:16.756+01,84b31b00000b8177
