fauf,materialnummer,menge,arbeitsstation,eventtyp,zustand,zeitstempel,tag_id
PO-01,Car-01,1,WS-01,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:36:31.265+01,84b31b00000b8055
PO-01,BAT,1,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:36:45.889+01,84b31b00000b8097
PO-01,Car-01,1,B-05,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:36:46.602+01,84b31b00000b8055
PO-01,Car-01,1,WS-05,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:36:46.602+01,84b31b00000b8055
PO-01,Car-01,1,WS-05,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:37:00.864+01,84b31b00000b8055
PO-01,Car-01,1,B-05,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:37:00.864+01,84b31b00000b8055
PO-03,Car-03,1,WS-01,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:37:01.401+01,84b31b00000b805c
PO-03,Car-03,1,Goods-In,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:37:01.401+01,84b31b00000b805c
PO-02,FT,2,WS-02,Generation,Hochwertiges Altfahrzeug,2025-01-08 09:36:46.264+01,84b31b00000b817a
PO-02,RT,2,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:37:15.772+01,84b31b00000b8133
PO-07,Car-07,1,Goods-In,Generation,Hochwertiges Altfahrzeug,2025-01-08 09:37:30.945+01,84b31b00000b806d
PO-01,Car-01,1,WS-01,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:37:30.98+01,84b31b00000b8055
PO-01,Car-01,1,WS-05,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:37:30.98+01,84b31b00000b8055
PO-02,FT,2,WS-02,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:37:31.506+01,84b31b00000b817a
PO-02,FT,2,B-Transfer,Generation,Hochwertiges Altfahrzeug,2025-01-08 09:37:31.506+01,84b31b00000b817a
PO-02,FT,2,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:37:31.506+01,84b31b00000b817a
PO-01,Car-01,1,WS-05,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:37:45.912+01,84b31b00000b8055
PO-01,Car-01,1,WS-01,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:37:45.912+01,84b31b00000b8055
PO-01,RT,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:37:46.014+01,84b31b00000b8190
PO-04,Car-04,1,Goods-In,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:37:46.363+01,84b31b00000b8060
PO-02,Car-02,1,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:38:00.92+01,84b31b00000b805b
PO-02,Car-02,1,WS-02,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:38:00.92+01,84b31b00000b805b
PO-04,Car-04,1,Goods-In,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:38:01.452+01,84b31b00000b8060
PO-03,BOSP,1,WS-01,Generation,Hochwertiges Altfahrzeug,2025-01-08 09:38:00.911+01,84b31b00000b80b6
PO-06,Car-06,1,Goods-In,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:38:15.962+01,84b31b00000b806c
PO-02,Car-02,1,WS-03,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:38:16.06+01,84b31b00000b805b
PO-02,Car-02,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:38:16.06+01,84b31b00000b805b
PO-01,RT,1,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:38:16.284+01,84b31b00000b8190
PO-01,BAT,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:38:16.308+01,84b31b00000b8097
PO-03,BOSP,1,WS-01,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:38:30.896+01,84b31b00000b80b6
PO-04,Car-04,1,Goods-In,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:38:31.356+01,84b31b00000b8060
PO-02,Car-02,1,WS-03,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:38:31.365+01,84b31b00000b805b
PO-01,BAT,1,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:38:31.772+01,84b31b00000b8097
PO-02,FT,2,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:38:46.055+01,84b31b00000b817a
PO-05,Car-05,1,Goods-In,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:38:46.077+01,84b31b00000b8062
PO-01,BAT,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:38:46.291+01,84b31b00000b8097
PO-02,RT,2,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:38:46.321+01,84b31b00000b8133
PO-04,Car-04,1,WS-02,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:38:46.381+01,84b31b00000b8060
PO-05,Car-05,1,Goods-In,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:39:00.79+01,84b31b00000b8062
PO-02,RT,2,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:39:01.208+01,84b31b00000b8133
PO-02,Car-02,1,WS-04,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:39:01.206+01,84b31b00000b805b
PO-02,FT,2,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:39:01.265+01,84b31b00000b817a
PO-01,RT,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:39:15.847+01,84b31b00000b8190
PO-01,RT,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:39:15.847+01,84b31b00000b8190
PO-02,BAT,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:39:15.928+01,84b31b00000b8148
PO-02,BAT,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:39:15.928+01,84b31b00000b8148
PO-01,Car-01,1,WS-05,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:39:16.262+01,84b31b00000b8055
PO-01,BAT,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:39:16.306+01,84b31b00000b8097
PO-01,FT,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:39:16.312+01,84b31b00000b8176
PO-01,FT,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:39:16.312+01,84b31b00000b8176
PO-03,Car-03,1,WS-01,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:39:16.333+01,84b31b00000b805c
PO-07,Car-07,1,Goods-In,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:39:31.269+01,84b31b00000b806d
PO-02,Car-02,1,B-04,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:39:31.395+01,84b31b00000b805b
PO-03,Car-03,1,WS-01,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:39:46.186+01,84b31b00000b805c
PO-07,Car-07,1,Goods-In,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:39:46.156+01,84b31b00000b806d
PO-01,Car-01,1,WS-05,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:39:46.19+01,84b31b00000b8055
PO-03,BOSP,1,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:39:46.209+01,84b31b00000b80b6
PO-06,Car-06,1,Goods-In,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:39:46.242+01,84b31b00000b806c
PO-02,Car-02,1,WS-04,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:40:01.973+01,84b31b00000b805b
PO-03,BAT,1,WS-01,Generation,Hochwertiges Altfahrzeug,2025-01-08 09:40:01.209+01,84b31b00000b8082
PO-07,Car-07,1,Goods-In,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:40:31.427+01,84b31b00000b806d
PO-02,Car-02,1,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:40:35.353+01,84b31b00000b805b
PO-02,Car-02,1,B-04,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:40:35.353+01,84b31b00000b805b
PO-08,Car-08,1,Goods-In,Generation,Hochwertiges Altfahrzeug,2025-01-08 09:40:45.756+01,84b31b00000b8072
PO-07,Car-07,1,Goods-In,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:40:45.793+01,84b31b00000b806d
PO-03,BAT,1,WS-01,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:40:46.111+01,84b31b00000b8082
PO-03,BAT,1,B-Transfer,Generation,Hochwertiges Altfahrzeug,2025-01-08 09:40:46.111+01,84b31b00000b8082
PO-03,BAT,1,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:40:46.111+01,84b31b00000b8082
PO-02,Car-02,1,B-04,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:40:46.329+01,84b31b00000b805b
PO-02,Car-02,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:40:46.329+01,84b31b00000b805b
PO-01,BOSP,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:41:00.778+01,84b31b00000b8091
PO-02,BOSP,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:41:01.244+01,84b31b00000b80cb
PO-03,BAT,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:41:01.267+01,84b31b00000b8082
PO-03,BOSP,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:41:01.289+01,84b31b00000b80b6
PO-01,BOSP,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:41:15.839+01,84b31b00000b8091
PO-05,Car-05,1,Goods-In,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:41:15.873+01,84b31b00000b8062
PO-03,BOSP,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:41:16.032+01,84b31b00000b80b6
PO-03,BAT,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:41:16.225+01,84b31b00000b8082
PO-02,Car-02,1,B-04,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:41:31.028+01,84b31b00000b805b
PO-10,Car-10,1,B-03,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:41:31.031+01,84b31b00000b807d
PO-02,BOSP,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:41:31.324+01,84b31b00000b80cb
PO-03,Car-03,1,WS-01,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:41:31.462+01,84b31b00000b805c
PO-05,Car-05,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:41:45.878+01,84b31b00000b8062
PO-02,Car-02,1,B-04,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:41:45.977+01,84b31b00000b805b
PO-03,Car-03,1,WS-01,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:42:00.853+01,84b31b00000b805c
PO-10,Car-10,1,B-03,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:42:00.902+01,84b31b00000b807d
PO-03,RT,1,WS-01,Generation,Hochwertiges Altfahrzeug,2025-01-08 09:42:01.085+01,84b31b00000b8083
PO-05,Car-05,1,Goods-In,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:42:01.563+01,84b31b00000b8062
PO-05,Car-05,1,Goods-Out,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:42:01.563+01,84b31b00000b8062
PO-03,RT,1,WS-01,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:42:16.155+01,84b31b00000b8083
PO-03,RT,1,B-Transfer,Generation,Hochwertiges Altfahrzeug,2025-01-08 09:42:16.155+01,84b31b00000b8083
PO-03,RT,1,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:42:16.155+01,84b31b00000b8083
PO-01,SSA,2,WS-05,Generation,Hochwertiges Altfahrzeug,2025-01-08 09:42:01.693+01,84b31b00000b80b1
PO-09,Car-09,1,Goods-In,Generation,Hochwertiges Altfahrzeug,2025-01-08 09:42:31.152+01,84b31b00000b807c
PO-04,BOSP,1,WS-02,Generation,Hochwertiges Altfahrzeug,2025-01-08 09:42:31.176+01,84b31b00000b80b8
PO-01,SSA,2,WS-05,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:42:46.296+01,84b31b00000b80b1
PO-01,SSA,2,B-Transfer,Generation,Hochwertiges Altfahrzeug,2025-01-08 09:42:46.296+01,84b31b00000b80b1
PO-01,SSA,2,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:42:46.296+01,84b31b00000b80b1
PO-04,BOSP,1,WS-02,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:43:01.051+01,84b31b00000b80b8
PO-04,BOSP,1,B-Transfer,Generation,Hochwertiges Altfahrzeug,2025-01-08 09:43:01.051+01,84b31b00000b80b8
PO-04,BOSP,1,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:43:01.051+01,84b31b00000b80b8
PO-01,FAX,1,WS-05,Generation,Hochwertiges Altfahrzeug,2025-01-08 09:43:00.777+01,84b31b00000b80bd
PO-07,Car-07,1,Goods-In,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:43:15.816+01,84b31b00000b806d
PO-01,FAX,1,WS-05,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:43:16.049+01,84b31b00000b80bd
PO-01,FAX,1,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:43:31.214+01,84b31b00000b80bd
PO-06,Car-06,1,Goods-In,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:43:46.431+01,84b31b00000b806c
PO-01,FAX,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:43:46.441+01,84b31b00000b80bd
PO-01,FAX,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:43:46.441+01,84b31b00000b80bd
PO-01,SSA,2,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:44:01.057+01,84b31b00000b80b1
PO-01,SSA,2,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:44:01.057+01,84b31b00000b80b1
PO-04,BAT,1,WS-02,Generation,Hochwertiges Altfahrzeug,2025-01-08 09:44:00.963+01,84b31b00000b8121
PO-03,Car-03,1,WS-03,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:44:30.788+01,84b31b00000b805c
PO-03,Car-03,1,WS-01,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:44:30.788+01,84b31b00000b805c
PO-02,Car-02,1,WS-04,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:44:30.919+01,84b31b00000b805b
PO-02,FT,2,Goods-Out,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:44:31.161+01,84b31b00000b817a
PO-07,Car-07,1,Goods-In,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:44:45.95+01,84b31b00000b806d
PO-05,Car-05,1,WS-01,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:44:46.144+01,84b31b00000b8062
PO-05,Car-05,1,Goods-In,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:44:46.144+01,84b31b00000b8062
PO-04,BAT,1,WS-02,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:44:46.417+01,84b31b00000b8121
PO-04,BAT,1,B-Transfer,Generation,Hochwertiges Altfahrzeug,2025-01-08 09:44:46.417+01,84b31b00000b8121
PO-04,BAT,1,B-Transfer,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:44:46.417+01,84b31b00000b8121
PO-02,Car-02,1,B-04,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:45:00.794+01,84b31b00000b805b
PO-04,BOSP,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:45:01.109+01,84b31b00000b80b8
PO-03,BOSP,1,WS-05,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:45:01.304+01,84b31b00000b80b6
PO-03,BOSP,1,Goods-Out,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:45:01.304+01,84b31b00000b80b6
PO-01,FT,1,Goods-Out,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:45:01.336+01,84b31b00000b8176
PO-03,RT,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:45:01.665+01,84b31b00000b8083
PO-05,Car-05,1,WS-01,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:45:15.758+01,84b31b00000b8062
PO-03,FT,1,Goods-Out,Generation,Hochwertiges Altfahrzeug,2025-01-08 09:45:15.764+01,84b31b00000b809c
PO-01,FT,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:45:15.82+01,84b31b00000b8176
PO-02,FT,2,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:45:16.296+01,84b31b00000b817a
PO-03,RT,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:45:16.287+01,84b31b00000b8083
PO-04,BAT,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:45:16.329+01,84b31b00000b8121
PO-04,BAT,1,B-Transfer,Exit,Hochwertiges Altfahrzeug,2025-01-08 09:45:16.329+01,84b31b00000b8121
PO-03,BOSP,1,Goods-Out,Entry,Hochwertiges Altfahrzeug,2025-01-08 09:45:31.102+01,84b31b00000b80b6
