fauf,materialnummer,menge,arbeitsstation,eventtyp,zustand,zeitstempel,tag_id
PO-01,BOSP,1,WS-02,Generation,Standard,2025-01-03 09:27:15.973+01,84b31b00000b8095
PO-01,BOSP,1,WS-02,Entry,Standard,2025-01-03 09:27:15.973+01,84b31b00000b8095
PO-02,BOSP,1,B-Transfer,Entry,Standard,2025-01-03 09:27:30.845+01,84b31b00000b8129
PO-01,BOSP,1,B-Transfer,Entry,Standard,2025-01-03 09:27:45.73+01,84b31b00000b8095
PO-01,BOSP,1,WS-02,Exit,Standard,2025-01-03 09:27:45.73+01,84b31b00000b8095
PO-04,Car-04,1,B-03,Generation,Standard,2025-01-03 09:27:45.776+01,84b31b00000b8060
PO-04,Car-04,1,B-03,Exit,Standard,2025-01-03 09:28:31.465+01,84b31b00000b8060
PO-04,Car-04,1,WS-03,Generation,Standard,2025-01-03 09:28:31.465+01,84b31b00000b8060
PO-04,Car-04,1,WS-03,Entry,Standard,2025-01-03 09:28:31.465+01,84b31b00000b8060
PO-01,BOSP,1,B-Transfer,Exit,Standard,2025-01-03 09:28:46.108+01,84b31b00000b8095
PO-01,BAT,1,WS-04,Generation,Standard,2025-01-03 09:28:31.608+01,84b31b00000b8096
PO-01,BOSP,1,B-Transfer,Entry,Standard,2025-01-03 09:29:00.904+01,84b31b00000b8095
PO-04,BOSP,1,WS-03,Generation,Standard,2025-01-03 09:28:45.739+01,84b31b00000b80be
PO-01,BOSP,1,B-Transfer,Exit,Standard,2025-01-03 09:29:15.91+01,84b31b00000b8095
PO-02,BAT,1,B-Transfer,Generation,Standard,2025-01-03 09:29:15.961+01,84b31b00000b814c
PO-01,BAT,1,WS-04,Exit,Standard,2025-01-03 09:29:30.777+01,84b31b00000b8096
PO-01,BAT,1,B-Transfer,Generation,Standard,2025-01-03 09:29:30.777+01,84b31b00000b8096
PO-01,BAT,1,B-Transfer,Entry,Standard,2025-01-03 09:29:30.777+01,84b31b00000b8096
PO-04,BOSP,1,WS-03,Exit,Standard,2025-01-03 09:29:30.78+01,84b31b00000b80be
PO-01,BOSP,1,B-Transfer,Entry,Standard,2025-01-03 09:29:30.899+01,84b31b00000b8095
PO-03,BOSP,1,WS-02,Generation,Standard,2025-01-03 09:29:31.053+01,84b31b00000b808b
PO-03,BOSP,1,WS-02,Exit,Standard,2025-01-03 09:30:01.973+01,84b31b00000b808b
PO-03,BOSP,1,B-Transfer,Generation,Standard,2025-01-03 09:30:01.973+01,84b31b00000b808b
PO-03,BOSP,1,B-Transfer,Entry,Standard,2025-01-03 09:30:01.973+01,84b31b00000b808b
PO-04,BOSP,1,B-Transfer,Entry,Standard,2025-01-03 09:30:01.978+01,84b31b00000b80be
PO-02,RT,2,WS-01,Generation,Standard,2025-01-03 09:30:00.777+01,84b31b00000b814d
PO-01,BAT,1,WS-03,Entry,Standard,2025-01-03 09:30:16.069+01,84b31b00000b8096
PO-01,BAT,1,B-Transfer,Exit,Standard,2025-01-03 09:30:16.069+01,84b31b00000b8096
PO-01,BAT,1,WS-03,Exit,Standard,2025-01-03 09:30:30.954+01,84b31b00000b8096
PO-04,BAT,1,B-03,Generation,Standard,2025-01-03 09:30:30.746+01,84b31b00000b80c0
PO-06,Car-06,1,Goods-In,Generation,Standard,2025-01-03 09:30:45.707+01,84b31b00000b806c
PO-01,BAT,1,B-Transfer,Entry,Standard,2025-01-03 09:30:45.791+01,84b31b00000b8096
PO-02,RT,2,WS-01,Exit,Standard,2025-01-03 09:30:45.772+01,84b31b00000b814d
PO-02,RT,2,B-Transfer,Generation,Standard,2025-01-03 09:30:45.772+01,84b31b00000b814d
PO-02,RT,2,B-Transfer,Entry,Standard,2025-01-03 09:30:45.772+01,84b31b00000b814d
PO-04,BAT,1,B-03,Exit,Standard,2025-01-03 09:30:45.856+01,84b31b00000b80c0
PO-04,BAT,1,WS-03,Generation,Standard,2025-01-03 09:30:45.856+01,84b31b00000b80c0
PO-04,BAT,1,WS-03,Entry,Standard,2025-01-03 09:30:45.856+01,84b31b00000b80c0
PO-05,Car-05,1,Goods-In,Generation,Standard,2025-01-03 09:30:46.027+01,84b31b00000b8062
PO-03,BOSP,1,B-Transfer,Exit,Standard,2025-01-03 09:30:46.96+01,84b31b00000b808b
PO-01,RT,2,WS-04,Generation,Standard,2025-01-03 09:30:15.878+01,84b31b00000b8097
PO-03,BAT,1,WS-02,Generation,Standard,2025-01-03 09:30:45.948+01,84b31b00000b8084
PO-02,BOSP,1,B-Transfer,Exit,Standard,2025-01-03 09:31:00.72+01,84b31b00000b8129
PO-03,BOSP,1,B-Transfer,Entry,Standard,2025-01-03 09:31:00.917+01,84b31b00000b808b
PO-04,BAT,1,B-Transfer,Entry,Standard,2025-01-03 09:31:01.004+01,84b31b00000b80c0
PO-04,BAT,1,WS-03,Exit,Standard,2025-01-03 09:31:01.004+01,84b31b00000b80c0
PO-02,BOSP,1,B-Transfer,Entry,Standard,2025-01-03 09:31:15.735+01,84b31b00000b8129
PO-01,RT,2,WS-04,Exit,Standard,2025-01-03 09:31:16.035+01,84b31b00000b8097
PO-01,RT,2,B-Transfer,Generation,Standard,2025-01-03 09:31:16.035+01,84b31b00000b8097
PO-01,RT,2,B-Transfer,Entry,Standard,2025-01-03 09:31:16.035+01,84b31b00000b8097
PO-01,BOSP,1,B-Transfer,Exit,Standard,2025-01-03 09:31:16.153+01,84b31b00000b8095
PO-02,FT,2,B-01,Generation,Standard,2025-01-03 09:31:16.105+01,84b31b00000b8128
PO-07,Car-07,1,Goods-In,Generation,Standard,2025-01-03 09:31:30.847+01,84b31b00000b806d
PO-02,FT,2,B-01,Exit,Standard,2025-01-03 09:31:30.858+01,84b31b00000b8128
PO-02,FT,2,WS-01,Generation,Standard,2025-01-03 09:31:30.858+01,84b31b00000b8128
PO-02,FT,2,WS-01,Entry,Standard,2025-01-03 09:31:30.858+01,84b31b00000b8128
PO-01,BOSP,1,B-Transfer,Entry,Standard,2025-01-03 09:31:45.749+01,84b31b00000b8095
PO-03,BAT,1,WS-02,Exit,Standard,2025-01-03 09:31:45.879+01,84b31b00000b8084
PO-06,Car-06,1,Goods-In,Exit,Standard,2025-01-03 09:31:45.999+01,84b31b00000b806c
PO-06,Car-06,1,Goods-In,Entry,Standard,2025-01-03 09:32:01.176+01,84b31b00000b806c
PO-08,Car-08,1,Goods-In,Generation,Standard,2025-01-03 09:32:01.508+01,84b31b00000b8072
PO-01,FT,2,WS-04,Generation,Standard,2025-01-03 09:32:01.979+01,84b31b00000b8098
PO-04,RT,2,B-Transfer,Generation,Standard,2025-01-03 09:31:01.681+01,84b31b00000b80c9
PO-03,BAT,1,B-Transfer,Entry,Standard,2025-01-03 09:32:15.86+01,84b31b00000b8084
PO-04,RT,2,B-Transfer,Exit,Standard,2025-01-03 09:32:17.624+01,84b31b00000b80c9
PO-04,RT,2,WS-03,Generation,Standard,2025-01-03 09:32:17.624+01,84b31b00000b80c9
PO-04,RT,2,WS-03,Entry,Standard,2025-01-03 09:32:17.624+01,84b31b00000b80c9
PO-04,RT,2,B-Transfer,Entry,Standard,2025-01-03 09:32:30.714+01,84b31b00000b80c9
PO-04,RT,2,WS-03,Exit,Standard,2025-01-03 09:32:30.714+01,84b31b00000b80c9
PO-03,RT,2,WS-02,Generation,Standard,2025-01-03 09:32:30.926+01,84b31b00000b8085
PO-09,Car-09,1,Goods-In,Generation,Standard,2025-01-03 09:32:45.72+01,84b31b00000b807c
PO-04,RT,2,B-Transfer,Exit,Standard,2025-01-03 09:32:45.982+01,84b31b00000b80c9
PO-05,Car-05,1,Goods-In,Exit,Standard,2025-01-03 09:32:46.048+01,84b31b00000b8062
PO-04,Car-04,1,WS-03,Exit,Standard,2025-01-03 09:32:48.254+01,84b31b00000b8060
PO-05,Car-05,1,Goods-In,Entry,Standard,2025-01-03 09:33:00.849+01,84b31b00000b8062
PO-08,Car-08,1,Goods-In,Exit,Standard,2025-01-03 09:33:00.964+01,84b31b00000b8072
PO-06,Car-06,1,Goods-In,Exit,Standard,2025-01-03 09:33:01.167+01,84b31b00000b806c
PO-01,FT,2,WS-04,Exit,Standard,2025-01-03 09:33:02+01,84b31b00000b8098
PO-01,FT,2,B-Transfer,Generation,Standard,2025-01-03 09:33:02+01,84b31b00000b8098
PO-01,FT,2,B-Transfer,Entry,Standard,2025-01-03 09:33:02+01,84b31b00000b8098
PO-04,RT,2,B-Transfer,Entry,Standard,2025-01-03 09:33:15.802+01,84b31b00000b80c9
PO-02,FT,2,B-01,Entry,Standard,2025-01-03 09:33:15.983+01,84b31b00000b8128
PO-02,FT,2,WS-01,Exit,Standard,2025-01-03 09:33:15.983+01,84b31b00000b8128
PO-03,RT,2,WS-02,Exit,Standard,2025-01-03 09:33:30.738+01,84b31b00000b8085
PO-01,FT,2,B-04,Entry,Standard,2025-01-03 09:33:30.888+01,84b31b00000b8098
PO-01,FT,2,B-Transfer,Exit,Standard,2025-01-03 09:33:30.888+01,84b31b00000b8098
PO-08,Car-08,1,Goods-In,Entry,Standard,2025-01-03 09:33:31.033+01,84b31b00000b8072
PO-06,Car-06,1,Goods-In,Entry,Standard,2025-01-03 09:33:31.042+01,84b31b00000b806c
PO-04,Car-04,1,WS-03,Entry,Standard,2025-01-03 09:33:33.283+01,84b31b00000b8060
PO-04,FT,2,B-03,Generation,Standard,2025-01-03 09:33:33.065+01,84b31b00000b80cb
PO-10,Car-10,1,Goods-In,Generation,Standard,2025-01-03 09:33:45.845+01,84b31b00000b807d
PO-02,FT,2,Goods-Out,Entry,Standard,2025-01-03 09:33:46.046+01,84b31b00000b8128
PO-02,FT,2,B-01,Exit,Standard,2025-01-03 09:33:46.046+01,84b31b00000b8128
PO-04,FT,2,B-03,Exit,Standard,2025-01-03 09:34:00.775+01,84b31b00000b80cb
PO-04,FT,2,B-Transfer,Generation,Standard,2025-01-03 09:34:00.775+01,84b31b00000b80cb
PO-04,FT,2,B-Transfer,Entry,Standard,2025-01-03 09:34:00.775+01,84b31b00000b80cb
PO-01,FT,2,B-Transfer,Entry,Standard,2025-01-03 09:34:00.919+01,84b31b00000b8098
PO-01,FT,2,B-04,Exit,Standard,2025-01-03 09:34:00.919+01,84b31b00000b8098
PO-02,FT,2,WS-01,Entry,Standard,2025-01-03 09:34:00.961+01,84b31b00000b8128
PO-02,FT,2,Goods-Out,Exit,Standard,2025-01-03 09:34:00.961+01,84b31b00000b8128
PO-03,FT,2,WS-02,Generation,Standard,2025-01-03 09:34:00.783+01,84b31b00000b8082
PO-03,RT,2,B-Transfer,Entry,Standard,2025-01-03 09:34:16.087+01,84b31b00000b8085
PO-03,FT,2,WS-02,Exit,Standard,2025-01-03 09:34:30.748+01,84b31b00000b8082
PO-03,FT,2,B-Transfer,Generation,Standard,2025-01-03 09:34:30.748+01,84b31b00000b8082
PO-03,FT,2,B-Transfer,Entry,Standard,2025-01-03 09:34:30.748+01,84b31b00000b8082
PO-01,FT,2,B-Transfer,Exit,Standard,2025-01-03 09:34:45.723+01,84b31b00000b8098
PO-02,FT,2,Goods-In,Entry,Standard,2025-01-03 09:35:30.765+01,84b31b00000b8128
PO-02,FT,2,WS-01,Exit,Standard,2025-01-03 09:35:30.765+01,84b31b00000b8128
PO-01,FT,2,B-Transfer,Entry,Standard,2025-01-03 09:35:45.702+01,84b31b00000b8098
PO-03,FT,2,Goods-Out,Entry,Standard,2025-01-03 09:35:45.873+01,84b31b00000b8082
PO-03,FT,2,B-Transfer,Exit,Standard,2025-01-03 09:35:45.873+01,84b31b00000b8082
PO-03,BOSP,1,Goods-Out,Entry,Standard,2025-01-03 09:35:45.956+01,84b31b00000b808b
PO-03,BOSP,1,B-Transfer,Exit,Standard,2025-01-03 09:35:45.956+01,84b31b00000b808b
PO-02,BOSP,1,Goods-Out,Entry,Standard,2025-01-03 09:35:45.977+01,84b31b00000b8129
PO-02,BOSP,1,B-Transfer,Exit,Standard,2025-01-03 09:35:45.977+01,84b31b00000b8129
PO-01,BOSP,1,Goods-Out,Entry,Standard,2025-01-03 09:35:46.044+01,84b31b00000b8095
PO-01,BOSP,1,B-Transfer,Exit,Standard,2025-01-03 09:35:46.044+01,84b31b00000b8095
PO-02,FT,2,WS-01,Entry,Standard,2025-01-03 09:36:00.736+01,84b31b00000b8128
PO-02,FT,2,Goods-In,Exit,Standard,2025-01-03 09:36:00.736+01,84b31b00000b8128
PO-01,FT,2,B-Transfer,Exit,Standard,2025-01-03 09:36:00.78+01,84b31b00000b8098
PO-04,Car-04,1,WS-03,Exit,Standard,2025-01-03 09:36:31.058+01,84b31b00000b8060
PO-02,Car-02,1,WS-01,Exit,Standard,2025-01-03 09:36:31.137+01,84b31b00000b805b
PO-04,Car-04,1,WS-03,Entry,Standard,2025-01-03 09:36:47.23+01,84b31b00000b8060
PO-02,Car-02,1,WS-01,Entry,Standard,2025-01-03 09:37:01.173+01,84b31b00000b805b
PO-03,Car-03,1,B-02,Generation,Standard,2025-01-03 09:37:02.398+01,84b31b00000b805c
PO-01,FT,2,B-Transfer,Entry,Standard,2025-01-03 09:37:30.792+01,84b31b00000b8098
PO-02,FT,2,B-Transfer,Entry,Standard,2025-01-03 09:37:45.75+01,84b31b00000b8128
PO-02,FT,2,WS-01,Exit,Standard,2025-01-03 09:37:45.75+01,84b31b00000b8128
PO-04,RT,2,Goods-Out,Entry,Standard,2025-01-03 09:37:46.047+01,84b31b00000b80c9
PO-04,RT,2,B-Transfer,Exit,Standard,2025-01-03 09:37:46.047+01,84b31b00000b80c9
PO-03,RT,2,B-Transfer,Exit,Standard,2025-01-03 09:37:49.951+01,84b31b00000b8085
PO-05,Car-05,1,Goods-In,Exit,Standard,2025-01-03 09:38:00.702+01,84b31b00000b8062
PO-03,BAT,1,Goods-Out,Entry,Standard,2025-01-03 09:38:00.973+01,84b31b00000b8084
PO-03,BAT,1,B-Transfer,Exit,Standard,2025-01-03 09:38:00.973+01,84b31b00000b8084
PO-01,BAT,1,Goods-Out,Entry,Standard,2025-01-03 09:38:01.019+01,84b31b00000b8096
PO-01,BAT,1,B-Transfer,Exit,Standard,2025-01-03 09:38:01.019+01,84b31b00000b8096
PO-01,RT,2,B-Transfer,Exit,Standard,2025-01-03 09:38:03.179+01,84b31b00000b8097
PO-02,SSA,2,B-Transfer,Generation,Standard,2025-01-03 09:38:00.853+01,84b31b00000b8127
PO-04,BOSP,1,Goods-Out,Entry,Standard,2025-01-03 09:38:15.767+01,84b31b00000b80be
PO-04,BOSP,1,B-Transfer,Exit,Standard,2025-01-03 09:38:15.767+01,84b31b00000b80be
PO-03,Car-03,1,B-02,Exit,Standard,2025-01-03 09:38:15.749+01,84b31b00000b805c
PO-03,Car-03,1,WS-02,Entry,Standard,2025-01-03 09:38:15.749+01,84b31b00000b805c
PO-05,Car-05,1,Goods-In,Entry,Standard,2025-01-03 09:38:16.023+01,84b31b00000b8062
PO-01,RT,2,B-Transfer,Entry,Standard,2025-01-03 09:38:16.077+01,84b31b00000b8097
PO-02,FAX,1,B-01,Generation,Standard,2025-01-03 09:37:31.15+01,84b31b00000b8126
PO-02,FAX,1,B-01,Exit,Standard,2025-01-03 09:38:30.82+01,84b31b00000b8126
PO-02,FAX,1,WS-01,Generation,Standard,2025-01-03 09:38:30.82+01,84b31b00000b8126
PO-02,FAX,1,WS-01,Entry,Standard,2025-01-03 09:38:30.82+01,84b31b00000b8126
PO-03,RT,2,Goods-Out,Entry,Standard,2025-01-03 09:38:31.084+01,84b31b00000b8085
PO-02,RT,2,WS-03,Entry,Standard,2025-01-03 09:38:45.731+01,84b31b00000b814d
PO-02,RT,2,B-Transfer,Exit,Standard,2025-01-03 09:38:45.731+01,84b31b00000b814d
PO-02,FAX,1,WS-01,Exit,Standard,2025-01-03 09:38:45.819+01,84b31b00000b8126
PO-01,SSA,2,WS-04,Generation,Standard,2025-01-03 09:38:30.955+01,84b31b00000b809b
PO-04,RT,2,Goods-Out,Exit,Standard,2025-01-03 09:38:49.958+01,84b31b00000b80c9
PO-01,SSA,2,WS-04,Exit,Standard,2025-01-03 09:39:00.844+01,84b31b00000b809b
PO-01,SSA,2,B-Transfer,Generation,Standard,2025-01-03 09:39:00.844+01,84b31b00000b809b
PO-01,SSA,2,B-Transfer,Entry,Standard,2025-01-03 09:39:00.844+01,84b31b00000b809b
PO-02,RT,2,B-Transfer,Entry,Standard,2025-01-03 09:39:00.967+01,84b31b00000b814d
PO-02,RT,2,WS-03,Exit,Standard,2025-01-03 09:39:00.967+01,84b31b00000b814d
PO-02,FAX,1,B-Transfer,Entry,Standard,2025-01-03 09:39:15.907+01,84b31b00000b8126
PO-04,SSA,1,WS-03,Generation,Standard,2025-01-03 09:39:15.97+01,84b31b00000b80d8
PO-04,RT,2,B-Transfer,Entry,Standard,2025-01-03 09:39:16.041+01,84b31b00000b80c9
PO-01,FAX,1,WS-04,Generation,Standard,2025-01-03 09:39:16+01,84b31b00000b809c
PO-04,FAX,1,WS-03,Generation,Standard,2025-01-03 09:39:32.008+01,84b31b00000b80cd
PO-02,BAT,1,B-Transfer,Exit,Standard,2025-01-03 09:39:51.775+01,84b31b00000b814c
PO-01,FAX,1,WS-04,Exit,Standard,2025-01-03 09:40:00.752+01,84b31b00000b809c
PO-01,FAX,1,B-Transfer,Generation,Standard,2025-01-03 09:40:00.752+01,84b31b00000b809c
PO-01,FAX,1,B-Transfer,Entry,Standard,2025-01-03 09:40:00.752+01,84b31b00000b809c
PO-01,FT,2,B-Transfer,Exit,Standard,2025-01-03 09:40:00.79+01,84b31b00000b8098
PO-02,BAT,1,B-Transfer,Entry,Standard,2025-01-03 09:40:01+01,84b31b00000b814c
PO-04,FT,2,B-Transfer,Exit,Standard,2025-01-03 09:40:15.76+01,84b31b00000b80cb
PO-04,SSA,1,WS-03,Exit,Standard,2025-01-03 09:40:15.813+01,84b31b00000b80d8
PO-04,SSA,1,B-Transfer,Generation,Standard,2025-01-03 09:40:15.813+01,84b31b00000b80d8
PO-04,SSA,1,B-Transfer,Entry,Standard,2025-01-03 09:40:15.813+01,84b31b00000b80d8
PO-01,FT,2,B-Transfer,Entry,Standard,2025-01-03 09:40:16.08+01,84b31b00000b8098
PO-03,SSA,1,WS-02,Generation,Standard,2025-01-03 09:40:16.058+01,84b31b00000b807e
PO-04,FAX,1,WS-03,Exit,Standard,2025-01-03 09:40:30.884+01,84b31b00000b80cd
PO-04,FAX,1,B-Transfer,Generation,Standard,2025-01-03 09:40:30.884+01,84b31b00000b80cd
PO-04,FAX,1,B-Transfer,Entry,Standard,2025-01-03 09:40:30.884+01,84b31b00000b80cd
PO-04,FT,2,B-Transfer,Entry,Standard,2025-01-03 09:40:30.977+01,84b31b00000b80cb
PO-02,Car-02,1,WS-01,Exit,Standard,2025-01-03 09:40:30.997+01,84b31b00000b805b
PO-03,SSA,1,WS-02,Exit,Standard,2025-01-03 09:40:45.792+01,84b31b00000b807e
PO-02,Car-02,1,WS-01,Entry,Standard,2025-01-03 09:40:45.831+01,84b31b00000b805b
PO-01,SSA,2,Goods-Out,Entry,Standard,2025-01-03 09:40:45.838+01,84b31b00000b809b
PO-01,SSA,2,B-Transfer,Exit,Standard,2025-01-03 09:40:45.838+01,84b31b00000b809b
PO-04,FAX,1,Goods-Out,Entry,Standard,2025-01-03 09:40:45.844+01,84b31b00000b80cd
PO-04,FAX,1,B-Transfer,Exit,Standard,2025-01-03 09:40:45.844+01,84b31b00000b80cd
PO-04,BAT,1,Goods-Out,Entry,Standard,2025-01-03 09:40:45.863+01,84b31b00000b80c0
PO-04,BAT,1,B-Transfer,Exit,Standard,2025-01-03 09:40:45.863+01,84b31b00000b80c0
PO-01,FAX,1,Goods-Out,Entry,Standard,2025-01-03 09:40:45.956+01,84b31b00000b809c
PO-01,FAX,1,B-Transfer,Exit,Standard,2025-01-03 09:40:45.956+01,84b31b00000b809c
PO-04,FT,2,Goods-In,Entry,Standard,2025-01-03 09:41:01.814+01,84b31b00000b80cb
PO-04,FT,2,B-Transfer,Exit,Standard,2025-01-03 09:41:01.814+01,84b31b00000b80cb
PO-03,FAX,1,WS-02,Generation,Standard,2025-01-03 09:41:01.04+01,84b31b00000b8083
PO-03,SSA,1,B-Transfer,Entry,Standard,2025-01-03 09:41:01.963+01,84b31b00000b807e
PO-02,CHS,1,WS-01,Generation,Standard,2025-01-03 09:41:01.235+01,84b31b00000b8121
PO-05,Car-05,1,B-03,Entry,Standard,2025-01-03 09:41:15.941+01,84b31b00000b8062
PO-05,Car-05,1,Goods-In,Exit,Standard,2025-01-03 09:41:15.941+01,84b31b00000b8062
PO-04,FT,2,B-Transfer,Entry,Standard,2025-01-03 09:41:16.932+01,84b31b00000b80cb
PO-04,FT,2,Goods-In,Exit,Standard,2025-01-03 09:41:16.932+01,84b31b00000b80cb
PO-02,CHS,1,WS-01,Exit,Standard,2025-01-03 09:41:16.956+01,84b31b00000b8121
PO-03,FAX,1,WS-02,Exit,Standard,2025-01-03 09:41:16.959+01,84b31b00000b8083
PO-02,CHS,1,B-Transfer,Entry,Standard,2025-01-03 09:41:30.878+01,84b31b00000b8121
PO-05,Car-05,1,Goods-In,Entry,Standard,2025-01-03 09:41:31.044+01,84b31b00000b8062
PO-05,Car-05,1,B-03,Exit,Standard,2025-01-03 09:41:31.044+01,84b31b00000b8062
PO-01,CHS,1,WS-04,Generation,Standard,2025-01-03 09:41:31.027+01,84b31b00000b80a5
PO-03,FAX,1,B-Transfer,Entry,Standard,2025-01-03 09:41:45.946+01,84b31b00000b8083
PO-04,SSA,1,B-Transfer,Exit,Standard,2025-01-03 09:41:46.198+01,84b31b00000b80d8
PO-02,SSA,2,B-Transfer,Exit,Standard,2025-01-03 09:41:47.046+01,84b31b00000b8127
PO-02,SSA,2,WS-03,Generation,Standard,2025-01-03 09:41:47.046+01,84b31b00000b8127
PO-02,SSA,2,WS-03,Entry,Standard,2025-01-03 09:41:47.046+01,84b31b00000b8127
PO-04,SSA,1,B-Transfer,Entry,Standard,2025-01-03 09:42:00.832+01,84b31b00000b80d8
PO-02,SSA,2,B-Transfer,Entry,Standard,2025-01-03 09:42:00.897+01,84b31b00000b8127
PO-02,SSA,2,WS-03,Exit,Standard,2025-01-03 09:42:00.897+01,84b31b00000b8127
PO-01,CHS,1,WS-04,Exit,Standard,2025-01-03 09:42:01.971+01,84b31b00000b80a5
PO-01,CHS,1,B-Transfer,Entry,Standard,2025-01-03 09:42:15.809+01,84b31b00000b80a5
PO-04,CHS,1,B-03,Generation,Standard,2025-01-03 09:42:15.734+01,84b31b00000b80f0
PO-01,RT,2,Goods-Out,Entry,Standard,2025-01-03 09:42:30.739+01,84b31b00000b8097
PO-01,RT,2,B-Transfer,Exit,Standard,2025-01-03 09:42:30.739+01,84b31b00000b8097
PO-03,FAX,1,Goods-Out,Entry,Standard,2025-01-03 09:42:30.832+01,84b31b00000b8083
PO-03,FAX,1,B-Transfer,Exit,Standard,2025-01-03 09:42:30.832+01,84b31b00000b8083
PO-01,CHS,1,Goods-Out,Entry,Standard,2025-01-03 09:42:31.028+01,84b31b00000b80a5
PO-01,CHS,1,B-Transfer,Exit,Standard,2025-01-03 09:42:31.028+01,84b31b00000b80a5
PO-01,FT,2,Goods-Out,Entry,Standard,2025-01-03 09:42:31.028+01,84b31b00000b8098
PO-01,FT,2,B-Transfer,Exit,Standard,2025-01-03 09:42:31.028+01,84b31b00000b8098
PO-04,CHS,1,B-03,Exit,Standard,2025-01-03 09:42:31.14+01,84b31b00000b80f0
PO-04,CHS,1,WS-03,Generation,Standard,2025-01-03 09:42:31.14+01,84b31b00000b80f0
PO-04,CHS,1,WS-03,Entry,Standard,2025-01-03 09:42:31.14+01,84b31b00000b80f0
PO-04,CHS,1,B-Transfer,Entry,Standard,2025-01-03 09:42:45.996+01,84b31b00000b80f0
PO-04,CHS,1,WS-03,Exit,Standard,2025-01-03 09:42:45.996+01,84b31b00000b80f0
PO-04,CHS,1,B-Transfer,Exit,Standard,2025-01-03 09:43:00.743+01,84b31b00000b80f0
PO-02,Car-02,1,WS-01,Exit,Standard,2025-01-03 09:43:00.991+01,84b31b00000b805b
PO-02,Car-02,1,WS-01,Entry,Standard,2025-01-03 09:43:15.845+01,84b31b00000b805b
PO-03,CHS,1,WS-02,Generation,Standard,2025-01-03 09:43:16.075+01,84b31b00000b8091
PO-02,BSA,2,B-Transfer,Generation,Standard,2025-01-03 09:43:19.966+01,84b31b00000b8119
PO-04,CHS,1,B-Transfer,Entry,Standard,2025-01-03 09:43:30.845+01,84b31b00000b80f0
PO-02,Car-02,1,WS-01,Exit,Standard,2025-01-03 09:43:30.986+01,84b31b00000b805b
PO-02,SSA,2,B-Transfer,Exit,Standard,2025-01-03 09:43:45.986+01,84b31b00000b8127
PO-03,CHS,1,WS-02,Exit,Standard,2025-01-03 09:43:45.997+01,84b31b00000b8091
PO-03,CHS,1,B-Transfer,Generation,Standard,2025-01-03 09:43:45.997+01,84b31b00000b8091
PO-03,CHS,1,B-Transfer,Entry,Standard,2025-01-03 09:43:45.997+01,84b31b00000b8091
PO-05,Car-05,1,Goods-In,Exit,Standard,2025-01-03 09:43:46.109+01,84b31b00000b8062
PO-02,RT,2,Goods-Out,Entry,Standard,2025-01-03 09:43:46.161+01,84b31b00000b814d
PO-02,RT,2,B-Transfer,Exit,Standard,2025-01-03 09:43:46.161+01,84b31b00000b814d
PO-03,CHS,1,B-Transfer,Exit,Standard,2025-01-03 09:44:00.855+01,84b31b00000b8091
PO-04,BSA,2,WS-03,Generation,Standard,2025-01-03 09:44:00.745+01,84b31b00000b8118
PO-02,SSA,2,B-Transfer,Entry,Standard,2025-01-03 09:44:16.049+01,84b31b00000b8127
PO-02,Car-02,1,B-Transfer,Entry,Standard,2025-01-03 09:44:16.042+01,84b31b00000b805b
PO-01,BSA,2,WS-04,Generation,Standard,2025-01-03 09:44:15.993+01,84b31b00000b80aa
